'Away Score', 'Away3P', 'Away3PA', 'Away2P', 'Away2PA', 'AwayFT', 'AwayFTA', 'AwayORB', 'AwayDRB', 'AwayAST', 'AwaySTL', 'AwayBLK', 'AwayTOV', 'AwayPF', 'AwayPTS', 'AwayOFE', 'AwayDFE','AwayPace','Away2-P','Away0-3','Away3-10','Away10-16','Away16-3P','Away3-P','Home Score', 'Home3P', 'Home3PA', 'Home2P', 'Home2PA', 'HomeFT', 'HomeFTA', 'HomeORB', 'HomeDRB', 'HomeAST', 'HomeSTL', 'HomeBLK', 'HomeTOV', 'HomePF', 'HomePTS', 'HomeOFE', 'HomeDFE','HomePace','Home2-P','Home0-3','Home3-10','Home10-16','Home16-3P','Home3-P'
120.0,255.39000000000001,762.6800000000001,918.07,1905.7700000000004,496.42,686.8999999999999,341.63,990.12,785.0900000000001,245.99,156.29999999999998,474.05999999999995,689.5799999999999,3094.7499999999995,656.1999999999998,143.29999999999998,98.5,0.482,0.586,0.389,0.373,0.397,0.338,109.0,209.23,689.0999999999998,677.84,1525.39,543.67,692.6,272.84999999999997,875.22,474.1199999999999,191.34,116.03,344.12999999999994,538.26,2540.3900000000003,484.0000000000001,128.09999999999997,95.1,0.454,0.59,0.403,0.369,0.358,0.317
98.0,204.82000000000002,631.6100000000001,749.7499999999999,1558.19,513.92,641.93,286.45,837.54,644.35,231.12000000000006,103.87999999999998,345.6500000000001,540.4300000000001,2621.1400000000003,546.5999999999998,127.90000000000003,99.3,0.483,0.624,0.355,0.378,0.373,0.335,100.0,178.76,515.3100000000001,771.29,1558.0900000000001,358.4399999999999,488.32,262.28999999999996,815.4799999999999,586.7299999999999,225.13,128.48,344.07,515.5500000000001,2437.3199999999997,535.4,130.00000000000003,96.6,0.486,0.635,0.435,0.39,0.381,0.351
99.0,138.24999999999997,388.45,769.83,1527.8199999999995,366.8500000000001,461.2,224.75999999999996,799.08,604.2500000000001,178.91999999999996,135.63,305.93999999999994,414.77,2323.6000000000004,587.7999999999998,154.39999999999998,98.5,0.515,0.667,0.452,0.44,0.421,0.375,102.0,265.62,755.06,897.7499999999999,1753.53,449.19000000000005,622.62,306.96999999999997,1003.6499999999999,495.1799999999999,232.94000000000003,115.07,346.99,643.92,3051.21,640.1999999999999,134.20000000000005,97.9,0.501,0.638,0.41,0.415,0.4,0.358
87.0,188.46,552.2900000000001,1093.5100000000002,2256.18,574.0099999999999,735.9100000000001,353.84,1073.2099999999998,743.3799999999998,260.68,155.14,478.94999999999993,612.7400000000001,3333.5799999999995,659.1999999999999,168.89999999999998,96.7,0.481,0.608,0.425,0.404,0.392,0.352,101.0,255.8,714.9100000000002,667.5800000000002,1294.9799999999998,337.1899999999999,423.1499999999999,170.29000000000002,780.1800000000002,618.4299999999998,206.64999999999998,121.95,341.55,457.43999999999994,2419.9499999999994,556.6,134.60000000000002,93.8,0.512,0.623,0.377,0.431,0.415,0.35
86.0,179.69,500.23999999999995,645.3199999999998,1356.9099999999999,347.52,430.29999999999995,234.64,757.78,444.51000000000005,130.96,139.54,277.93,469.79999999999995,2176.38,480.20000000000005,108.60000000000002,100.0,0.471,0.585,0.425,0.407,0.412,0.346,96.0,364.4200000000001,1010.36,955.0100000000001,1854.14,554.72,730.43,324.5799999999999,1087.8400000000001,794.3700000000002,228.81999999999996,115.41,433.37000000000006,624.21,3551.7799999999997,696.1999999999999,132.00000000000003,95.8,0.514,0.658,0.391,0.378,0.438,0.362
114.0,219.9,629.2500000000001,931.1699999999998,1893.0900000000001,436.34000000000003,588.53,331.50000000000006,980.03,691.01,229.54,135.13,386.5400000000001,597.7299999999999,2962.3699999999994,611.6,142.0,93.4,0.492,0.609,0.422,0.409,0.409,0.35,119.0,250.62999999999997,736.73,717.28,1392.99,395.66999999999996,637.3000000000001,340.4,920.0600000000002,494.9299999999999,270.27,150.63999999999996,379.23999999999995,642.0,2592.05,543.5999999999999,137.60000000000002,93.6,0.514,0.651,0.356,0.4,0.379,0.347
87.0,271.2699999999999,815.0799999999999,856.37,1771.6699999999998,511.32000000000005,753.9000000000002,312.96000000000004,1028.15,562.9800000000001,245.31,195.52,510.7000000000001,690.0300000000001,3026.2400000000002,590.8,159.60000000000002,95.7,0.476,0.628,0.341,0.361,0.338,0.339,91.0,160.52,488.17,964.39,1957.3999999999999,500.02000000000004,680.73,300.71999999999997,978.3500000000003,754.0,244.88,170.12,466.53,645.7399999999998,2900.6799999999994,558.8,134.5,98.5,0.495,0.617,0.402,0.397,0.387,0.345
103.0,207.26999999999998,561.32,794.7199999999998,1663.05,537.98,694.82,304.19000000000005,921.46,403.6400000000001,202.35999999999999,146.83,301.0900000000001,533.15,2741.9300000000003,511.19999999999993,151.29999999999998,95.2,0.483,0.624,0.409,0.394,0.374,0.37,98.0,184.32999999999998,543.74,759.66,1499.02,424.48,577.4799999999998,330.77000000000004,826.4499999999999,595.69,189.08999999999997,150.72000000000003,378.5899999999999,521.87,2501.7999999999997,516.0,117.60000000000001,93.3,0.524,0.626,0.438,0.478,0.41,0.349
97.0,287.0,783.9000000000002,953.0899999999999,2029.42,611.92,832.58,342.63,1023.3600000000001,504.75,258.55,137.05999999999995,414.97999999999996,616.22,3373.33,583.0000000000001,138.4,94.2,0.5,0.65,0.404,0.411,0.389,0.359,118.0,276.96000000000004,856.3599999999998,1024.22,2249.07,672.9,895.6199999999999,445.59,1196.4099999999999,769.56,320.96000000000015,165.98,598.1900000000002,822.87,3566.2000000000007,713.0,176.9,95.2,0.472,0.614,0.349,0.396,0.362,0.348
108.0,225.79999999999995,596.2999999999997,627.3399999999999,1264.5099999999995,322.68999999999994,447.44,260.93,771.8799999999999,419.97999999999996,155.53999999999996,103.46,300.3,500.0799999999999,2244.629999999999,452.7999999999999,103.9,96.8,0.49,0.607,0.361,0.436,0.423,0.37,92.0,212.26999999999998,588.62,835.9499999999999,1721.1100000000001,466.07000000000005,655.03,332.3999999999999,964.39,565.6700000000001,207.17,165.49000000000004,419.72999999999996,586.59,2780.4800000000005,526.6000000000001,133.59999999999997,95.6,0.488,0.633,0.394,0.401,0.378,0.355
