Season,Team,Player,Position,MP,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,OFE,DFE
2015,Denver Nuggets,Timofey Mozgov,C,25.6,0.1,0.2,3.3,6.5,1.8,2.5,2.6,5.2,0.5,0.4,1.2,1.3,3.3,8.5,1.4609374999999998,0.6367187499999999
2015,Denver Nuggets,Will Barton,SG,24.4,0.7,2.4,3.3,6.6,2.3,2.8,0.8,3.8,1.9,1.2,0.5,1.6,1.8,11.0,2.040983606557377,0.7131147540983607
2015,Denver Nuggets,Danilo Gallinari,SF,24.2,1.8,5.1,2.1,4.5,2.9,3.2,0.5,3.2,1.4,0.8,0.3,1.0,1.6,12.4,2.4049586776859506,0.49586776859504134
2015,Denver Nuggets,Randy Foye,SG,21.7,1.9,5.3,1.1,2.8,0.9,1.1,0.2,1.5,2.4,0.7,0.2,1.2,1.9,8.7,1.9815668202764978,0.1059907834101382
2015,Denver Nuggets,Jameer Nelson,PG,20.6,1.4,3.8,2.6,5.0,0.3,0.6,0.5,1.5,3.7,0.7,0.1,1.8,2.1,9.6,2.58252427184466,0.024271844660194174
2015,Denver Nuggets,J.J. Hickson,C,19.3,0.0,0.0,3.0,6.3,1.6,2.8,2.1,4.1,0.8,0.5,0.5,1.3,1.9,7.6,1.616580310880829,0.7202072538860103
2015,Denver Nuggets,Jusuf Nurkić,C,17.8,0.0,0.0,2.8,6.1,1.4,2.1,2.0,4.1,0.8,0.8,1.1,1.4,3.3,6.9,1.5393258426966292,0.7584269662921348
2015,Denver Nuggets,Darrell Arthur,PF,17.0,0.4,1.9,2.2,4.7,0.8,1.0,0.9,2.0,1.0,0.8,0.4,0.8,2.5,6.6,1.5647058823529412,0.20588235294117646
2015,Denver Nuggets,Nate Robinson,PG,14.1,0.7,2.8,1.4,3.4,0.8,1.2,0.4,0.8,2.3,0.4,0.1,0.7,2.1,5.8,2.0709219858156027,-0.2907801418439716
2015,Denver Nuggets,Gary Harris,SG,13.1,0.4,1.9,0.8,2.1,0.6,0.9,0.4,0.8,0.5,0.7,0.1,0.7,1.3,3.4,0.6870229007633588,0.12977099236641215
2015,Denver Nuggets,Alonzo Gee,SF,13.1,0.3,0.6,1.4,2.9,1.2,1.7,0.7,1.1,0.5,0.7,0.2,0.6,1.1,4.9,1.7251908396946567,0.3587786259541984
2015,Denver Nuggets,JaVale McGee,C,11.5,0.0,0.0,2.0,3.6,1.2,1.7,0.8,2.0,0.1,0.1,1.1,0.8,1.6,5.2,1.8434782608695652,0.8173913043478263
2015,Denver Nuggets,Joffrey Lauvergne,C,11.2,0.1,0.7,1.4,3.0,0.8,1.2,1.1,2.1,0.5,0.3,0.4,0.9,1.8,3.9,1.2321428571428572,0.39285714285714307
2015,Denver Nuggets,Erick Green,PG,9.5,0.3,1.1,1.1,2.7,0.2,0.3,0.2,0.6,0.9,0.3,0.0,0.3,0.6,3.4,1.5789473684210527,0.12631578947368413
2015,Denver Nuggets,Ian Clark,SG,4.4,0.1,0.7,0.4,0.9,0.6,0.6,0.0,0.4,0.3,0.4,0.1,0.3,1.1,1.9,1.5454545454545452,-0.15909090909090892
2015,Denver Nuggets,Jamaal Franklin,SG,4.3,0.3,0.7,0.0,0.0,0.0,0.0,0.3,0.3,1.0,0.0,0.3,1.0,1.3,1.0,1.2558139534883723,-0.6744186046511629
2015,Minnesota Timberwolves,Kevin Martin,SG,33.4,1.9,4.9,4.9,11.1,4.4,4.9,0.5,3.2,2.3,0.8,0.0,1.9,1.9,20.0,2.670658682634731,0.2425149700598803
2015,Minnesota Timberwolves,Thaddeus Young,PF,33.4,0.4,1.4,5.6,12.0,1.8,2.7,1.6,3.5,2.8,1.8,0.4,1.6,2.4,14.3,1.9580838323353296,0.47904191616766467
2015,Minnesota Timberwolves,Ricky Rubio,PG,31.5,0.6,2.3,3.0,7.6,2.6,3.2,0.9,4.8,8.8,1.7,0.0,2.9,2.7,10.3,2.3492063492063493,0.5047619047619047
2015,Minnesota Timberwolves,Gorgui Dieng,C,30.0,0.0,0.1,3.5,6.9,2.6,3.3,3.1,5.3,2.0,1.0,1.7,1.7,2.6,9.7,1.6866666666666665,0.9266666666666665
2015,Minnesota Timberwolves,Corey Brewer,SF,28.3,0.3,1.7,3.6,7.7,2.3,3.3,1.3,2.6,3.3,2.3,0.2,2.1,2.6,10.5,1.7385159010600704,0.45229681978798575
2015,Minnesota Timberwolves,Mo Williams,PG,28.0,1.4,4.1,3.0,6.8,2.0,2.3,0.3,2.1,6.4,0.7,0.2,2.5,2.5,12.2,2.6214285714285714,0.060714285714285686
2015,Minnesota Timberwolves,Nikola Peković,C,26.3,0.0,0.0,4.5,10.6,3.5,4.2,2.9,4.7,0.9,0.6,0.4,1.4,1.9,12.5,1.9771863117870723,0.6121673003802282
2015,Minnesota Timberwolves,Justin Hamilton,C,24.9,0.2,0.7,3.2,5.9,1.9,2.4,1.9,3.1,1.4,1.1,1.5,1.1,2.2,9.0,1.8473895582329318,0.8032128514056225
2015,Minnesota Timberwolves,Adreian Payne,PF,24.8,0.0,0.3,3.0,7.1,1.0,1.5,1.6,3.8,1.0,0.6,0.3,1.5,2.9,7.2,0.9838709677419355,0.27016129032258046
2015,Minnesota Timberwolves,Zach LaVine,PG,24.7,0.7,2.2,3.0,6.6,1.9,2.3,0.4,2.4,3.6,0.7,0.1,2.5,2.1,10.1,1.9433198380566803,0.16599190283400808
2015,Minnesota Timberwolves,Gary Neal,SG,23.8,1.0,2.8,3.1,6.7,2.6,3.0,0.0,3.2,1.8,0.6,0.0,0.9,1.6,11.8,2.3445378151260505,0.35294117647058815
2015,Minnesota Timberwolves,Shabazz Muhammad,SG,22.8,0.5,1.3,4.6,9.1,2.7,3.8,1.7,2.4,1.2,0.5,0.2,0.9,1.3,13.5,2.789473684210526,0.337719298245614
2015,Minnesota Timberwolves,Kevin Garnett,PF,19.6,0.0,0.2,3.6,6.0,0.4,0.8,0.4,4.8,1.6,1.0,0.8,0.2,2.6,7.6,2.2244897959183674,0.9489795918367347
2015,Minnesota Timberwolves,Chase Budinger,SF,19.2,0.8,2.1,1.7,3.7,1.0,1.2,0.5,2.5,1.0,0.7,0.1,0.7,1.1,6.8,1.6458333333333335,0.4947916666666667
2015,Minnesota Timberwolves,Lorenzo Brown,PG,18.9,0.2,1.0,1.6,3.2,0.4,0.7,0.5,1.9,3.1,1.0,0.2,1.0,1.7,4.2,1.5343915343915346,0.3544973544973545
2015,Minnesota Timberwolves,Sean Kilpatrick,SG,18.0,1.0,3.3,0.8,1.8,1.0,1.0,0.3,1.3,1.0,0.8,0.0,0.5,0.8,5.5,1.4222222222222223,0.3333333333333333
2015,Minnesota Timberwolves,Robbie Hummel,SF,16.5,0.4,1.1,1.4,2.7,0.5,0.6,0.7,2.3,0.6,0.4,0.2,0.4,1.9,4.4,1.3212121212121213,0.2242424242424242
2015,Minnesota Timberwolves,Anthony Bennett,PF,15.7,0.1,0.4,2.1,4.8,0.7,1.1,0.9,2.9,0.8,0.5,0.3,0.6,1.5,5.2,1.3757961783439494,0.6050955414012739
2015,Minnesota Timberwolves,Jeff Adrien,PF,12.6,0.0,0.0,1.1,2.6,1.3,2.2,1.4,3.2,0.9,0.2,0.5,0.5,1.8,3.5,1.4603174603174602,0.7142857142857143
2015,Minnesota Timberwolves,Arinze Onuaku,C,11.3,0.0,0.0,2.0,2.3,0.5,1.3,1.2,2.3,0.7,0.2,0.5,0.3,1.0,4.5,2.566371681415929,0.8318584070796459
2015,Minnesota Timberwolves,Ronny Turiaf,C,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.21052631578947367
2015,Minnesota Timberwolves,Troy Daniels,SG,8.1,0.7,2.1,0.3,1.1,0.1,0.1,0.3,0.7,0.7,0.2,0.0,0.4,0.7,2.8,1.4567901234567897,0.0617283950617284
2015,Minnesota Timberwolves,Miroslav Raduljica,C,4.6,0.0,0.0,0.6,1.6,0.4,0.4,0.4,0.6,0.0,0.2,0.0,0.4,1.6,1.6,0.8695652173913043,-0.9565217391304349
2015,Minnesota Timberwolves,Glenn Robinson III,SG,4.3,0.0,0.2,0.3,0.7,0.5,0.6,0.2,0.4,0.1,0.1,0.0,0.1,0.2,1.2,1.1162790697674418,0.2790697674418605
2015,Golden State Warriors,Klay Thompson,SG,31.9,3.1,7.1,4.7,9.8,2.9,3.3,0.4,2.9,2.9,1.1,0.8,1.9,1.6,21.7,3.3166144200626966,0.5203761755485894
2015,Golden State Warriors,Draymond Green,PF,31.5,1.4,4.2,2.9,5.5,1.7,2.5,1.4,6.7,3.7,1.6,1.3,1.7,3.2,11.7,2.0507936507936506,0.977777777777778
2015,Golden State Warriors,Harrison Barnes,SF,28.3,1.1,2.6,2.8,5.4,1.3,1.8,1.4,4.1,1.4,0.7,0.2,0.9,1.8,10.1,1.8162544169611303,0.4664310954063604
2015,Golden State Warriors,Andre Iguodala,SF,26.9,1.0,2.8,2.0,3.7,0.9,1.5,0.6,2.8,3.0,1.2,0.3,1.1,1.3,7.8,1.724907063197026,0.5315985130111524
2015,Golden State Warriors,Andrew Bogut,C,23.6,0.0,0.0,3.0,5.3,0.3,0.6,2.1,6.0,2.7,0.6,1.7,1.6,2.8,6.3,1.6440677966101693,1.152542372881356
2015,Golden State Warriors,Shaun Livingston,PG,18.8,0.0,0.0,2.5,5.1,0.8,1.2,0.6,1.8,3.3,0.6,0.3,1.3,1.4,5.9,1.9787234042553192,0.32978723404255317
2015,Golden State Warriors,David Lee,PF,18.4,0.0,0.0,3.3,6.3,1.4,2.1,1.7,3.6,1.7,0.6,0.5,1.0,1.7,7.9,2.2717391304347827,0.7336956521739131
2015,Golden State Warriors,Marreese Speights,C,15.9,0.1,0.2,4.1,8.3,2.0,2.3,1.4,2.8,0.9,0.3,0.4,1.1,2.5,10.4,2.930817610062893,0.23270440251572322
2015,Golden State Warriors,Leandro Barbosa,SG,14.9,0.7,1.7,2.1,4.2,0.9,1.1,0.3,1.0,1.5,0.6,0.1,0.7,1.3,7.1,2.4697986577181203,0.12751677852348983
2015,Golden State Warriors,Justin Holiday,SG,11.1,0.6,1.8,0.9,2.1,0.6,0.8,0.2,1.0,0.8,0.7,0.2,0.5,0.9,4.3,1.7117117117117118,0.4774774774774774
2015,Golden State Warriors,Festus Ezeli,C,11.0,0.0,0.0,1.7,3.0,1.1,1.7,1.3,2.1,0.2,0.2,0.9,0.7,1.7,4.4,1.8000000000000005,0.7545454545454546
2015,Golden State Warriors,James Michael McAdoo,PF,9.1,0.0,0.0,1.6,2.9,0.9,1.7,1.0,1.5,0.1,0.3,0.6,0.4,1.4,4.1,1.978021978021978,0.6153846153846155
2015,Golden State Warriors,Brandon Rush,SG,8.2,0.1,0.8,0.2,0.8,0.2,0.3,0.1,1.1,0.4,0.2,0.4,0.3,0.8,0.9,0.12195121951219524,0.5853658536585368
2015,Golden State Warriors,Ognjen Kuzmić,C,4.5,0.0,0.0,0.5,0.8,0.3,0.3,0.4,0.6,0.4,0.1,0.1,0.3,0.8,1.3,1.7777777777777777,-0.044444444444444384
2015,Los Angeles Clippers,Chris Paul,PG,34.8,1.7,4.3,5.2,10.0,3.5,3.9,0.6,4.0,10.2,1.9,0.2,2.3,2.5,19.1,3.9080459770114944,0.4741379310344828
2015,Los Angeles Clippers,DeAndre Jordan,C,34.4,0.0,0.0,4.6,6.5,2.3,5.7,4.8,10.1,0.7,1.0,2.2,1.3,3.0,11.5,1.761627906976744,1.4244186046511629
2015,Los Angeles Clippers,JJ Redick,SG,30.9,2.6,5.9,3.2,6.2,2.3,2.6,0.3,1.9,1.8,0.5,0.1,1.2,1.7,16.4,2.6601941747572817,0.09385113268608415
2015,Los Angeles Clippers,Matt Barnes,SF,29.9,1.8,4.9,1.9,3.3,1.0,1.3,0.7,3.3,1.5,0.9,0.7,1.1,3.2,10.1,1.6588628762541804,0.27424749163879586
2015,Los Angeles Clippers,Jamal Crawford,SG,26.6,1.9,5.7,3.3,7.4,3.5,3.9,0.3,1.7,2.5,0.9,0.2,1.4,1.7,15.8,2.7593984962406015,0.1992481203007519
2015,Los Angeles Clippers,Austin Rivers,SG,19.3,0.6,2.0,2.2,4.7,0.8,1.3,0.4,1.7,1.7,0.7,0.2,0.9,2.0,7.1,1.6891191709844555,0.13471502590673573
2015,Los Angeles Clippers,Spencer Hawes,PF,17.5,0.8,2.4,1.5,3.3,0.6,0.9,0.4,3.1,1.2,0.3,0.7,0.8,2.4,5.8,1.4742857142857144,0.44571428571428573
2015,Los Angeles Clippers,Jordan Farmar,PG,14.7,1.0,2.7,0.7,1.7,0.3,0.3,0.2,0.9,1.9,0.6,0.1,0.9,1.4,4.6,1.727891156462585,0.06802721088435375
2015,Los Angeles Clippers,Nate Robinson,PG,14.0,0.8,2.2,1.1,3.4,0.6,0.7,0.3,0.9,2.2,0.7,0.0,0.9,0.9,5.1,1.842857142857143,0.23571428571428563
2015,Los Angeles Clippers,Glen Davis,PF,12.2,0.0,0.1,1.6,3.4,0.8,1.3,0.6,1.7,0.5,0.6,0.3,0.5,1.8,4.0,1.3606557377049182,0.31147540983606553
2015,Los Angeles Clippers,Hedo Türkoğlu,SF,11.4,1.0,2.2,0.4,0.8,0.1,0.2,0.1,1.5,0.6,0.3,0.1,0.5,1.1,3.7,1.6491228070175439,0.27192982456140347
2015,Los Angeles Clippers,Lester Hudson,SG,11.2,0.6,1.2,0.6,1.6,0.6,0.8,0.2,1.4,1.0,1.2,0.2,0.6,0.8,3.6,1.6785714285714284,0.9285714285714285
2015,Los Angeles Clippers,Reggie Bullock,SF,10.5,0.6,1.6,0.3,0.6,0.2,0.2,0.0,1.6,0.2,0.4,0.1,0.2,0.7,2.6,1.1047619047619048,0.5809523809523811
2015,Los Angeles Clippers,Jordan Hamilton,SF,8.7,0.7,1.5,0.3,1.0,0.0,0.0,0.1,1.0,0.5,0.1,0.0,0.3,1.0,2.7,1.4942528735632186,-0.04597701149425292
2015,Los Angeles Clippers,Chris Douglas-Roberts,SG,8.6,0.1,0.6,0.3,1.2,0.7,0.7,0.1,0.9,0.3,0.1,0.0,0.0,1.2,1.6,0.7209302325581396,-0.20930232558139533
2015,Los Angeles Clippers,C.J. Wilcox,SG,4.8,0.3,0.9,0.4,0.9,0.1,0.1,0.0,0.3,0.4,0.1,0.0,0.5,0.3,2.0,1.5,0.06250000000000001
2015,Los Angeles Clippers,Jared Cunningham,SG,4.7,0.2,0.7,0.4,1.1,0.4,0.7,0.1,0.4,0.5,0.2,0.0,0.4,0.6,1.8,1.4042553191489362,-0.042553191489361646
2015,Los Angeles Clippers,Ekpe Udoh,PF,3.9,0.0,0.0,0.3,0.7,0.2,0.3,0.2,0.6,0.2,0.2,0.2,0.2,0.6,0.9,0.9743589743589745,0.5641025641025642
2015,Los Angeles Clippers,Dahntay Jones,SF,3.7,0.0,0.1,0.2,0.5,0.3,0.3,0.0,0.3,0.1,0.1,0.0,0.0,0.7,0.6,0.7567567567567568,-0.45945945945945943
2015,Phoenix Suns,Goran Dragić,SG,33.4,1.3,3.6,5.3,9.5,1.9,2.5,1.0,2.6,4.1,1.0,0.2,2.2,2.3,16.2,2.586826347305389,0.19461077844311378
2015,Phoenix Suns,Markieff Morris,PF,31.5,0.7,2.2,5.5,11.2,2.2,2.8,1.3,4.8,2.3,1.2,0.5,2.1,3.0,15.3,2.126984126984127,0.4888888888888888
2015,Phoenix Suns,Brandon Knight,SG,31.5,1.9,6.1,2.7,6.9,2.2,2.6,0.2,1.9,4.5,0.5,0.1,2.1,1.9,13.4,2.0444444444444447,0.06031746031746033
2015,Phoenix Suns,P.J. Tucker,SF,30.6,1.1,3.2,2.2,4.4,1.3,1.8,1.5,5.0,1.6,1.4,0.3,1.2,2.3,9.1,1.4313725490196076,0.6307189542483659
2015,Phoenix Suns,Isaiah Thomas,PG,25.7,1.8,4.5,3.0,6.6,4.0,4.6,0.6,1.8,3.7,1.0,0.1,1.9,2.3,15.2,3.143968871595331,0.09727626459143969
2015,Phoenix Suns,Marcus Morris,PF,25.2,1.4,3.9,2.7,5.6,0.9,1.4,0.9,3.9,1.6,0.8,0.2,0.9,2.3,10.4,1.9365079365079367,0.4166666666666667
2015,Phoenix Suns,Alex Len,C,22.0,0.0,0.0,2.6,5.1,1.1,1.5,2.1,4.5,0.5,0.5,1.5,1.1,3.1,6.3,1.2545454545454546,0.7954545454545454
2015,Phoenix Suns,Brandan Wright,PF,21.5,0.0,0.1,3.0,5.1,1.0,1.5,1.8,3.1,0.6,0.8,1.2,0.4,1.4,7.0,1.7209302325581395,0.9209302325581395
2015,Phoenix Suns,Gerald Green,SG,19.5,1.9,5.2,2.5,5.3,1.3,1.6,0.4,2.1,1.2,0.6,0.2,1.4,2.0,11.9,2.5641025641025643,0.1846153846153846
2015,Phoenix Suns,Miles Plumlee,C,18.6,0.0,0.0,2.0,3.6,0.4,0.7,1.8,3.3,0.5,0.6,1.0,0.8,1.8,4.3,1.1182795698924728,0.8494623655913977
2015,Phoenix Suns,T.J. Warren,SF,15.4,0.1,0.5,2.7,4.8,0.4,0.5,1.0,1.1,0.6,0.5,0.2,0.7,1.3,6.1,1.8181818181818181,0.16233766233766234
2015,Phoenix Suns,Archie Goodwin,SG,13.0,0.3,1.0,1.6,3.9,1.5,2.0,0.7,1.1,1.1,0.4,0.2,1.2,1.3,5.6,1.6923076923076923,0.1461538461538462
2015,Phoenix Suns,Anthony Tolliver,PF,11.3,1.0,2.6,0.1,0.5,0.2,0.3,0.3,1.6,0.4,0.2,0.0,0.5,0.8,3.3,1.2212389380530972,0.31858407079646023
2015,Phoenix Suns,Marcus Thornton,SG,9.0,0.2,2.1,1.2,2.3,0.4,0.6,0.4,1.0,0.2,0.7,0.0,0.6,0.3,3.6,0.8444444444444446,0.7444444444444444
2015,Phoenix Suns,Earl Barron,C,8.9,0.1,0.3,0.6,2.2,0.4,0.8,0.9,0.9,0.3,0.3,0.1,0.3,1.6,2.0,0.6516853932584268,-0.20224719101123592
2015,Phoenix Suns,A.J. Price,PG,8.8,0.0,1.4,0.6,1.4,0.0,0.0,0.0,0.6,1.2,0.0,0.0,0.2,1.0,1.2,0.4999999999999999,-0.2954545454545454
2015,Phoenix Suns,Tyler Ennis,PG,7.3,0.3,0.8,0.9,1.9,0.3,0.3,0.1,0.8,1.8,0.0,0.3,1.0,0.4,2.8,2.301369863013699,0.4931506849315068
2015,Phoenix Suns,Reggie Bullock,SF,6.8,0.0,0.6,0.1,0.8,0.2,0.4,0.1,0.8,0.2,0.1,0.2,0.2,0.2,0.4,-0.4411764705882352,0.6470588235294118
2015,Phoenix Suns,Shavlik Randolph,PF,6.3,0.0,0.3,0.4,1.3,0.3,0.6,0.8,0.9,0.2,0.3,0.1,0.1,0.8,1.1,0.5396825396825398,0.34920634920634924
2015,Phoenix Suns,Jerel McNeal,PG,6.0,0.2,0.3,0.3,1.5,0.3,0.3,0.0,0.5,0.3,0.5,0.2,0.8,0.8,1.5,0.19999999999999987,0.4333333333333333
2015,Phoenix Suns,Seth Curry,PG,4.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,-0.75,-0.25
2015,Phoenix Suns,Zoran Dragić,SG,2.2,0.0,0.8,0.3,0.5,0.3,0.5,0.3,0.2,0.2,0.0,0.0,0.0,0.2,1.0,1.4545454545454544,-0.09090909090909088
2015,Sacramento Kings,Darren Collison,PG,34.8,1.3,3.6,4.4,8.6,3.2,4.1,0.4,2.8,5.6,1.5,0.3,2.5,2.1,16.1,2.5977011494252875,0.3477011494252874
2015,Sacramento Kings,DeMarcus Cousins,C,34.1,0.0,0.1,8.4,17.9,7.2,9.2,3.1,9.5,3.6,1.5,1.7,4.3,4.1,24.1,3.049853372434018,1.1759530791788857
2015,Sacramento Kings,Ben McLemore,SG,32.6,1.7,4.8,2.7,5.4,1.6,2.0,0.4,2.6,1.7,0.9,0.2,1.7,2.7,12.1,1.6196319018404906,0.11963190184049075
2015,Sacramento Kings,Jason Thompson,PF,24.6,0.0,0.0,2.5,5.3,1.1,1.8,1.7,4.8,1.0,0.4,0.7,1.0,3.0,6.1,1.113821138211382,0.4959349593495933
2015,Sacramento Kings,Omri Casspi,SF,21.1,0.5,1.3,2.6,5.1,2.1,2.9,0.8,3.1,1.5,0.5,0.1,1.3,1.6,8.9,2.0,0.38862559241706174
2015,Sacramento Kings,Ray McCallum,PG,21.1,0.5,1.6,2.5,5.3,0.8,1.2,0.8,1.9,2.8,0.7,0.2,1.3,1.4,7.4,1.8672985781990523,0.3033175355450236
2015,Sacramento Kings,Andre Miller,PG,20.7,0.2,0.9,2.1,4.1,1.0,1.3,0.5,2.0,4.7,0.6,0.1,1.9,1.6,5.7,1.990338164251208,0.21256038647342998
2015,Sacramento Kings,Derrick Williams,PF,19.8,0.7,2.1,2.3,4.4,1.8,2.6,0.6,2.2,0.7,0.5,0.1,0.8,0.9,8.3,1.8484848484848482,0.40909090909090917
2015,Sacramento Kings,Ramon Sessions,PG,17.8,0.2,0.8,1.6,4.3,1.8,2.4,0.4,1.6,2.7,0.4,0.0,1.4,1.3,5.4,1.5393258426966294,0.12921348314606745
2015,Sacramento Kings,Carl Landry,PF,17.0,0.0,0.0,2.7,5.3,1.8,2.1,1.4,2.4,0.4,0.2,0.2,0.8,1.9,7.2,1.9176470588235295,0.17058823529411757
2015,Sacramento Kings,Reggie Evans,PF,16.3,0.0,0.0,1.2,2.9,1.3,2.1,2.1,4.3,0.7,0.5,0.1,1.0,1.9,3.7,0.9938650306748466,0.705521472392638
2015,Sacramento Kings,Nik Stauskas,SG,15.4,0.7,2.0,0.8,2.0,0.8,0.9,0.2,1.1,0.9,0.3,0.2,0.5,1.3,4.4,1.3376623376623378,0.0844155844155844
2015,Sacramento Kings,David Stockton,PG,11.0,0.3,0.7,0.3,1.3,1.0,2.0,0.0,0.7,3.0,0.7,0.0,1.3,0.3,2.7,1.7272727272727273,0.49999999999999994
2015,Sacramento Kings,Quincy Miller,PF,10.2,0.2,1.2,0.5,1.8,1.3,1.8,0.3,1.7,0.5,1.0,0.5,0.5,0.7,2.8,0.7647058823529412,1.3039215686274512
2015,Sacramento Kings,Ryan Hollins,C,9.6,0.0,0.0,1.2,1.8,0.7,1.2,0.8,1.5,0.3,0.1,0.4,0.5,1.4,3.0,1.5833333333333333,0.2916666666666666
2015,Sacramento Kings,David Wear,PF,3.5,0.0,0.5,0.0,0.5,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.2857142857142857,-0.7142857142857143
2015,Sacramento Kings,Sim Bhullar,C,1.0,0.0,0.0,0.3,0.7,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.7,4.199999999999999,3.5999999999999996
2015,Sacramento Kings,Eric Moreland,PF,0.7,0.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.7,5.714285714285714,-0.42857142857142866
2015,Los Angeles Lakers,Kobe Bryant,SG,34.5,1.5,5.3,6.1,15.1,5.6,6.9,0.7,4.9,5.6,1.3,0.2,3.7,1.9,22.3,2.776811594202898,0.5652173913043479
2015,Los Angeles Lakers,Jabari Brown,SG,29.9,1.2,3.3,2.5,5.7,3.4,4.5,0.2,1.7,2.1,0.6,0.1,1.7,1.7,11.9,1.7859531772575254,0.09030100334448159
2015,Los Angeles Lakers,Wesley Johnson,SF,29.5,1.2,3.4,2.6,5.7,1.2,1.5,0.9,3.3,1.6,0.8,0.6,1.1,2.1,9.9,1.5254237288135593,0.4169491525423729
2015,Los Angeles Lakers,Jordan Hill,C,26.8,0.0,0.2,5.1,10.9,1.8,2.4,2.5,5.5,1.5,0.5,0.7,1.5,2.3,12.0,1.9328358208955223,0.7126865671641791
2015,Los Angeles Lakers,Jeremy Lin,PG,25.8,0.9,2.4,2.9,6.5,2.9,3.6,0.4,2.3,4.6,1.1,0.4,2.2,2.6,11.2,2.4341085271317824,0.23255813953488372
2015,Los Angeles Lakers,Wayne Ellington,SG,25.8,1.4,3.7,2.5,5.8,0.8,1.0,0.5,2.8,1.6,0.5,0.0,0.8,1.2,10.0,1.7751937984496122,0.31782945736434104
2015,Los Angeles Lakers,Jordan Clarkson,PG,25.0,0.6,2.1,3.9,8.1,2.2,2.7,0.9,2.3,3.5,0.9,0.2,1.6,1.8,11.9,2.472,0.288
2015,Los Angeles Lakers,Nick Young,SG,23.8,2.0,5.4,2.2,6.0,3.1,3.5,0.4,1.9,1.0,0.5,0.3,1.0,2.0,13.4,2.34453781512605,0.12605042016806722
2015,Los Angeles Lakers,Carlos Boozer,PF,23.8,0.0,0.0,5.2,10.5,1.3,2.1,1.6,5.2,1.3,0.6,0.2,1.3,2.6,11.8,2.142857142857143,0.5462184873949579
2015,Los Angeles Lakers,Ryan Kelly,PF,23.7,0.9,2.6,1.1,3.4,1.5,1.8,0.3,2.6,1.8,0.6,0.5,0.7,2.3,6.4,1.29957805907173,0.2742616033755274
2015,Los Angeles Lakers,Ed Davis,PF,23.3,0.0,0.0,3.6,5.9,1.2,2.4,2.9,4.7,1.2,0.6,1.2,0.7,2.6,8.3,2.0257510729613735,0.815450643776824
2015,Los Angeles Lakers,Ronnie Price,PG,22.8,0.7,2.5,1.1,2.7,0.8,1.0,0.4,1.2,3.8,1.6,0.1,1.2,2.7,5.1,1.508771929824561,0.07456140350877197
2015,Los Angeles Lakers,Tarik Black,C,21.1,0.0,0.0,2.9,5.0,1.3,2.3,2.2,4.1,0.9,0.3,0.6,0.8,2.7,7.2,1.7819905213270142,0.45023696682464454
2015,Los Angeles Lakers,Dwight Buycks,PG,20.5,1.2,1.8,1.8,4.8,1.5,1.7,0.3,1.7,2.3,0.5,0.0,2.0,0.5,8.7,2.0585365853658533,0.3560975609756098
2015,Los Angeles Lakers,Robert Sacre,C,16.9,0.0,0.0,1.9,4.6,0.8,1.2,1.3,2.1,0.8,0.4,0.6,0.5,1.8,4.6,1.2071005917159763,0.3905325443786982
2015,Los Angeles Lakers,Julius Randle,PF,14.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,-0.42857142857142855,-0.35714285714285715
2015,Los Angeles Lakers,Xavier Henry,SF,9.6,0.0,0.0,0.3,1.4,1.6,2.7,0.2,0.2,0.3,0.3,0.0,0.3,0.7,2.2,0.7291666666666667,-0.09375000000000004
2015,Houston Rockets,Trevor Ariza,SF,35.7,2.4,6.8,2.1,4.3,1.5,1.7,0.9,4.7,2.5,1.9,0.2,1.7,2.3,12.8,1.7254901960784315,0.5686274509803921
2015,Houston Rockets,Patrick Beverley,PG,30.8,2.1,5.8,1.6,3.7,0.8,1.1,1.2,3.0,3.4,1.1,0.4,1.5,3.3,10.1,1.7922077922077924,0.1720779220779221
2015,Houston Rockets,Dwight Howard,C,29.8,0.0,0.0,6.1,10.3,3.5,6.6,2.7,7.8,1.2,0.7,1.3,2.8,3.3,15.8,2.261744966442953,0.983221476510067
2015,Houston Rockets,Donatas Motiejūnas,PF,28.7,0.7,1.9,4.3,8.0,1.4,2.3,1.9,4.0,1.8,0.8,0.5,1.7,2.9,12.0,1.9721254355400695,0.35888501742160284
2015,Houston Rockets,Terrence Jones,PF,26.9,0.4,1.1,4.4,7.9,1.7,2.8,2.4,4.3,1.1,0.5,1.8,1.1,2.4,11.7,2.1115241635687734,0.8401486988847585
2015,Houston Rockets,Josh Smith,PF,25.5,1.1,3.5,3.6,7.4,1.4,2.6,1.8,4.1,2.6,0.9,1.2,2.4,2.7,12.0,2.023529411764706,0.7019607843137254
