Season,Team,Player,Position,MP,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,AST,STL,BLK,TOV,PF,PTS,OFE,DFE
2010,Toronto Raptors,Marcus Banks,PG,11.1,0.3,1.1,1.5,2.2,1.1,1.3,0.1,0.9,1.2,0.5,0.1,0.9,1.4,5.0,2.3603603603603602,0.03603603603603607
2010,Toronto Raptors,Reggie Evans,PF,11.1,0.0,0.0,1.2,2.5,1.0,2.1,1.1,2.7,0.3,0.5,0.1,0.8,1.6,3.4,1.099099099099099,0.5945945945945947
2010,Toronto Raptors,Rasho Nesterović,C,9.8,0.0,0.0,1.9,3.5,0.0,0.1,0.9,1.2,0.6,0.2,0.4,0.4,1.3,3.9,1.9999999999999996,0.27551020408163257
2010,Toronto Raptors,Pops Mensah-Bonsu,PF,6.7,0.0,0.0,0.8,1.8,0.6,1.1,0.9,1.0,0.1,0.2,0.5,0.6,1.1,2.1,0.9850746268656717,0.5522388059701492
2010,Toronto Raptors,Patrick O'Bryant,C,4.6,0.0,0.1,0.7,1.3,0.3,0.5,0.2,0.8,0.1,0.2,0.4,0.5,1.1,1.7,1.0869565217391304,0.4565217391304349
2010,New York Knicks,Wilson Chandler,SG,35.7,0.6,2.3,5.7,10.9,2.0,2.5,1.4,3.9,2.1,0.7,0.8,1.7,2.8,15.3,1.9439775910364145,0.3417366946778711
2010,New York Knicks,Danilo Gallinari,SF,33.9,2.3,6.0,2.5,5.4,3.1,3.8,0.8,4.1,1.7,0.9,0.7,1.4,2.4,15.1,2.0825958702064895,0.4542772861356932
2010,New York Knicks,Earl Barron,C,33.1,0.0,0.0,4.3,9.7,3.1,4.1,4.4,6.6,1.1,0.6,0.6,1.6,3.4,11.7,1.5830815709969788,0.5377643504531721
2010,New York Knicks,Chris Duhon,PG,30.9,1.3,3.9,1.2,2.9,1.0,1.4,0.4,2.2,5.6,0.9,0.0,1.6,1.2,7.4,1.7346278317152102,0.2653721682847897
2010,New York Knicks,Al Harrington,PF,30.5,1.9,5.7,4.3,8.6,3.3,4.4,1.2,4.4,1.5,0.9,0.4,1.8,2.9,17.7,2.4852459016393436,0.3836065573770493
2010,New York Knicks,Jared Jeffries,PF,28.1,0.4,1.2,1.6,3.2,1.2,1.8,1.9,2.4,1.6,1.0,1.1,1.2,3.0,5.5,1.0462633451957295,0.3345195729537366
2010,New York Knicks,Henry Walker,SG,27.4,1.9,4.3,2.5,4.1,1.4,1.7,0.6,2.5,1.4,0.9,0.1,1.0,2.9,11.9,2.284671532846715,0.06204379562043806
2010,New York Knicks,Larry Hughes,SG,26.5,0.9,3.1,2.4,5.9,2.1,2.5,0.5,3.0,3.5,1.3,0.4,1.8,1.7,9.6,1.7735849056603774,0.5471698113207547
2010,New York Knicks,Tracy McGrady,SG,26.1,0.6,2.6,2.9,6.4,1.8,2.4,0.9,2.8,3.9,0.6,0.5,1.8,1.6,9.4,1.8697318007662833,0.41379310344827575
2010,New York Knicks,Nate Robinson,PG,24.4,1.7,4.5,3.4,6.7,1.4,1.8,0.8,1.6,3.7,0.9,0.2,1.8,2.2,13.2,2.8934426229508197,0.09836065573770494
2010,New York Knicks,Eddie House,SG,20.6,0.8,3.3,1.6,4.1,0.7,0.7,0.3,1.9,2.1,0.7,0.0,1.1,1.1,6.4,1.2815533980582525,0.3058252427184465
2010,New York Knicks,Sergio Rodríguez,PG,19.7,0.6,1.8,2.3,4.1,0.9,1.1,0.3,1.1,3.4,0.8,0.1,2.0,1.4,7.4,2.1319796954314723,0.15228426395939088
2010,New York Knicks,Toney Douglas,PG,19.4,1.2,3.1,2.0,3.9,1.0,1.2,0.7,1.2,2.0,0.8,0.1,1.0,2.1,8.6,2.3608247422680413,-0.005154639175257714
2010,New York Knicks,J.R. Giddens,SF,12.7,0.0,0.7,1.7,2.8,0.6,1.0,1.1,1.7,0.6,0.5,0.1,0.9,1.7,4.1,1.3228346456692912,0.1653543307086614
2010,New York Knicks,Jonathan Bender,SF,11.7,0.6,1.6,1.0,2.4,1.0,1.0,0.6,1.5,0.6,0.1,0.7,1.1,1.3,4.7,1.5555555555555556,0.48717948717948717
2010,New York Knicks,Jordan Hill,PF,10.5,0.0,0.1,1.7,3.8,0.6,0.9,1.3,1.2,0.3,0.4,0.4,0.5,1.5,4.0,1.5238095238095237,0.2761904761904762
2010,New York Knicks,Darko Miličić,C,8.9,0.0,0.0,1.0,2.1,0.0,0.0,0.6,1.6,0.5,0.5,0.1,0.3,0.9,2.0,1.1235955056179774,0.6404494382022471
2010,New York Knicks,Eddy Curry,C,8.9,0.0,0.0,1.1,3.0,1.4,2.4,0.6,1.3,0.0,0.0,0.1,1.9,1.9,3.7,0.24719101123595535,-0.3932584269662921
2010,New York Knicks,Marcus Landry,SF,6.4,0.5,1.5,0.4,0.9,0.2,0.3,0.3,0.8,0.0,0.1,0.1,0.4,0.8,2.6,1.3125,0.09374999999999994
2010,Philadelphia 76ers,Thaddeus Young,PF,32.0,0.7,2.1,5.0,10.1,1.7,2.5,1.9,3.3,1.4,1.2,0.2,1.9,2.0,13.8,1.7937500000000002,0.375
2010,Philadelphia 76ers,Allen Iverson,SG,31.9,0.3,1.0,4.5,10.6,3.9,4.8,0.6,2.4,4.1,0.7,0.1,2.3,1.7,13.9,2.0940438871473352,0.19122257053291536
2010,Philadelphia 76ers,Elton Brand,PF,30.2,0.0,0.0,5.4,11.3,2.3,3.1,2.4,3.7,1.4,1.1,1.1,1.7,3.1,13.1,1.8675496688741722,0.4867549668874173
2010,Philadelphia 76ers,Lou Williams,PG,29.9,1.1,3.2,3.9,7.4,3.0,3.6,0.4,2.5,4.2,1.3,0.2,1.7,1.7,14.0,2.6287625418060205,0.36454849498327757
2010,Philadelphia 76ers,Samuel Dalembert,C,25.9,0.0,0.0,3.5,6.4,1.2,1.6,2.9,6.6,0.8,0.5,1.8,1.5,3.1,8.1,1.4671814671814674,1.0926640926640927
2010,Philadelphia 76ers,Jrue Holiday,PG,24.2,0.8,2.2,2.3,4.9,0.9,1.2,0.8,1.8,3.8,1.1,0.2,2.1,2.1,8.0,1.84297520661157,0.2024793388429753
2010,Philadelphia 76ers,Willie Green,SG,21.3,0.6,1.9,2.8,5.6,1.3,1.6,0.3,1.5,2.1,0.4,0.2,0.9,1.8,8.7,2.075117370892019,0.046948356807511735
2010,Philadelphia 76ers,Jason Kapono,SF,17.1,1.1,3.0,1.1,2.3,0.2,0.3,0.2,0.9,0.7,0.4,0.1,0.6,1.4,5.7,1.4502923976608189,-0.011695906432748496
2010,Philadelphia 76ers,Marreese Speights,C,16.4,0.0,0.1,3.4,7.1,1.7,2.3,1.4,2.7,0.6,0.5,0.5,0.8,2.5,8.6,2.231707317073171,0.32317073170731714
2010,Philadelphia 76ers,Rodney Carney,SG,12.6,0.6,2.0,1.1,2.2,0.8,0.9,0.4,1.6,0.5,0.4,0.3,0.3,1.2,4.7,1.6984126984126984,0.4126984126984128
2010,Philadelphia 76ers,Jodie Meeks,SG,12.3,1.0,2.6,1.1,2.2,0.7,0.9,0.2,1.2,0.9,0.3,0.1,0.3,1.0,5.9,2.4552845528455287,0.19512195121951215
2010,Philadelphia 76ers,Jason Smith,PF,11.8,0.2,0.5,1.2,2.6,0.5,0.8,1.0,1.4,0.6,0.4,0.5,0.6,2.0,3.4,1.3220338983050846,0.1694915254237288
2010,Philadelphia 76ers,Royal Ivey,SG,9.1,0.5,0.9,0.5,1.2,0.2,0.3,0.2,0.8,0.7,0.4,0.1,0.2,1.0,2.7,1.7582417582417582,0.15384615384615388
2010,Philadelphia 76ers,Primož Brezec,C,5.1,0.0,0.0,0.3,1.9,0.1,0.3,0.9,0.9,0.0,0.1,0.1,0.0,1.3,0.7,-0.15686274509803902,-0.29411764705882354
2010,Philadelphia 76ers,Francisco Elson,C,4.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
2010,New Jersey Nets,Devin Harris,PG,34.7,0.9,3.4,4.6,10.4,4.8,6.0,0.4,2.8,6.6,1.2,0.3,2.8,2.8,16.9,2.6167146974063393,0.19596541786743507
2010,New Jersey Nets,Courtney Lee,SG,33.5,1.1,3.2,3.7,7.7,1.9,2.2,0.8,2.7,1.7,1.3,0.3,1.1,1.8,12.5,1.7194029850746266,0.3582089552238806
2010,New Jersey Nets,Yi Jianlian,PF,31.8,0.3,0.8,4.1,10.0,3.0,3.7,2.2,4.9,0.9,0.7,1.0,1.5,3.3,12.0,1.4654088050314464,0.4811320754716981
2010,New Jersey Nets,Rafer Alston,PG,28.4,1.0,3.2,2.5,7.0,1.6,2.0,0.3,2.4,3.9,1.0,0.2,2.3,1.9,9.7,1.4999999999999998,0.27112676056338025
2010,New Jersey Nets,Chris Douglas-Roberts,SF,25.8,0.2,0.8,3.6,7.7,2.0,2.3,0.7,2.3,1.4,0.8,0.3,1.4,1.5,9.8,1.5968992248062017,0.34496124031007747
2010,New Jersey Nets,Jarvis Hayes,SF,23.0,1.3,4.0,1.7,3.3,0.3,0.4,0.2,2.2,0.9,0.6,0.2,0.6,2.0,7.8,1.4695652173913045,0.17391304347826086
2010,New Jersey Nets,Terrence Williams,SF,22.6,0.4,1.3,2.9,7.1,1.3,1.8,0.6,3.9,2.9,0.6,0.1,1.6,1.6,8.4,1.7079646017699115,0.5309734513274336
2010,New Jersey Nets,Trenton Hassell,SF,21.3,0.0,0.1,1.7,4.1,1.0,1.3,1.1,1.8,1.0,0.3,0.2,0.9,1.8,4.5,0.892018779342723,0.07511737089201885
2010,New Jersey Nets,Kris Humphries,PF,20.6,0.0,0.0,2.9,6.6,2.3,3.3,1.9,4.6,0.6,0.7,0.8,1.2,2.3,8.1,1.5533980582524272,0.8495145631067959
2010,New Jersey Nets,Keyon Dooling,PG,18.3,1.1,3.0,1.3,3.2,0.9,1.2,0.2,0.9,2.5,0.6,0.0,1.1,1.5,6.9,1.9890710382513663,-0.01639344262295086
2010,New Jersey Nets,Bobby Simmons,PF,17.2,0.9,2.7,1.0,2.3,0.8,0.9,0.5,2.3,0.7,0.7,0.1,0.8,2.3,5.3,1.267441860465116,0.15697674418604649
2010,New Jersey Nets,Josh Boone,PF,16.6,0.0,0.0,1.9,3.5,0.3,0.9,2.0,3.0,0.5,0.5,0.8,0.6,1.8,4.0,1.2048192771084336,0.7469879518072288
2010,New Jersey Nets,Eduardo Nájera,PF,15.7,0.2,1.3,1.3,2.8,0.5,0.9,0.9,2.0,1.2,0.7,0.2,0.9,2.5,3.8,0.9808917197452229,0.08280254777070058
2010,New Jersey Nets,Sean Williams,PF,11.4,0.0,0.1,1.1,2.4,0.5,1.0,1.1,1.3,0.1,0.4,1.0,1.0,2.1,2.6,0.5263157894736844,0.4473684210526315
2010,New Jersey Nets,Chris Quinn,PG,8.9,0.4,1.3,0.4,1.0,0.2,0.2,0.0,0.6,1.2,0.4,0.0,0.4,0.6,2.2,1.4382022471910112,0.20224719101123603
2010,New Jersey Nets,Tony Battie,C,8.9,0.1,0.3,0.9,2.4,0.5,0.7,0.3,1.3,0.2,0.3,0.1,0.2,1.3,2.4,0.9438202247191011,0.14606741573033705
2010,Cleveland Cavaliers,Mo Williams,PG,34.2,2.3,5.4,3.2,7.0,2.6,2.9,0.4,2.6,5.3,1.0,0.3,2.5,2.5,15.8,2.6023391812865495,0.1842105263157895
2010,Cleveland Cavaliers,Antawn Jamison,PF,32.4,1.1,3.2,5.4,10.3,1.7,3.3,1.5,6.2,1.3,1.1,0.5,1.2,2.7,15.8,2.1419753086419755,0.6759259259259259
2010,Cleveland Cavaliers,Anderson Varejão,PF,28.5,0.0,0.1,3.5,6.1,1.5,2.3,2.5,5.1,1.1,0.9,0.9,0.9,2.9,8.6,1.5859649122807018,0.6491228070175439
2010,Cleveland Cavaliers,Anthony Parker,SG,28.3,1.3,3.2,1.2,2.6,0.9,1.2,0.4,2.5,1.9,0.8,0.2,0.9,1.9,7.3,1.3851590106007066,0.2438162544169611
2010,Cleveland Cavaliers,Delonte West,SG,25.0,0.4,1.3,2.8,6.0,1.9,2.4,0.5,2.3,3.3,0.9,0.5,1.5,1.4,8.8,1.912,0.4640000000000001
2010,Cleveland Cavaliers,Shaquille O'Neal,C,23.4,0.0,0.0,4.9,8.7,2.1,4.3,1.8,4.9,1.5,0.3,1.2,2.0,3.2,12.0,2.256410256410257,0.6410256410256412
2010,Cleveland Cavaliers,J.J. Hickson,PF,20.9,0.0,0.0,3.6,6.4,1.4,2.0,1.4,3.6,0.5,0.4,0.5,1.1,1.6,8.5,1.8181818181818183,0.6124401913875597
2010,Cleveland Cavaliers,Zydrunas Ilgauskas,C,20.9,0.2,0.4,2.9,6.5,1.2,1.6,1.8,3.6,0.8,0.2,0.8,1.0,2.9,7.4,1.5119617224880384,0.35885167464114837
2010,Cleveland Cavaliers,Sebastian Telfair,PG,19.3,0.5,2.3,3.5,6.5,1.3,1.5,0.0,1.0,3.0,0.5,0.0,1.5,1.5,9.8,2.5492227979274613,-0.025906735751295335
2010,Cleveland Cavaliers,Daniel Gibson,PG,19.1,1.3,2.7,1.0,2.1,0.6,0.9,0.2,1.1,1.3,0.4,0.1,0.6,1.4,6.3,1.8219895287958117,0.03141361256544505
2010,Cleveland Cavaliers,Jamario Moon,SF,17.2,0.5,1.6,1.3,2.4,0.6,0.7,0.4,2.7,0.8,0.6,0.5,0.4,1.1,4.9,1.4069767441860468,0.75
2010,Cleveland Cavaliers,Jawad Williams,PG,13.7,0.6,1.7,0.9,2.1,0.6,0.8,0.3,1.2,0.6,0.2,0.1,0.3,1.4,4.1,1.3722627737226276,-0.014598540145985415
2010,Cleveland Cavaliers,Leon Powe,SF,11.8,0.0,0.0,1.1,2.5,1.9,3.2,1.0,2.1,0.0,0.3,0.1,0.6,1.8,4.0,1.2203389830508473,0.1694915254237288
2010,Cleveland Cavaliers,Danny Green,SG,5.8,0.3,1.1,0.5,0.9,0.2,0.3,0.4,0.5,0.3,0.3,0.2,0.3,0.5,2.0,1.4827586206896552,0.5000000000000001
2010,Cleveland Cavaliers,Darnell Jackson,PF,4.2,0.0,0.1,0.3,0.8,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.5,0.7,0.8,0.04761904761904766,-0.11904761904761893
2010,Cleveland Cavaliers,Cedric Jackson,PG,2.0,0.0,0.2,0.0,0.2,0.2,0.8,0.0,0.2,0.4,0.0,0.0,0.2,0.0,0.2,-0.20000000000000007,0.4
2010,Cleveland Cavaliers,Coby Karl,SG,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,1.3,0.0,0.0,-4.588235294117648,1.6470588235294117
2010,Milwaukee Bucks,Brandon Jennings,PG,32.6,1.8,4.7,3.7,10.1,2.7,3.3,0.6,2.8,5.7,1.3,0.2,2.4,2.3,15.5,2.429447852760737,0.2791411042944786
2010,Milwaukee Bucks,Andrew Bogut,C,32.3,0.0,0.0,6.9,13.2,2.2,3.4,3.0,7.1,1.8,0.6,2.5,1.9,3.2,15.9,2.272445820433437,1.1145510835913313
2010,Milwaukee Bucks,Carlos Delfino,SF,30.4,1.8,4.9,2.2,4.9,1.2,1.6,0.7,4.6,2.7,1.1,0.3,1.6,1.8,11.0,1.7631578947368423,0.6052631578947368
2010,Milwaukee Bucks,Michael Redd,SG,27.3,1.0,3.3,3.2,8.5,2.6,3.7,0.6,2.4,2.2,1.1,0.1,0.8,1.3,11.9,1.8534798534798536,0.3846153846153846
2010,Milwaukee Bucks,Luc Mbah a Moute,PF,25.6,0.1,0.2,2.3,4.8,1.3,1.8,2.3,3.1,1.1,0.8,0.5,1.0,2.5,6.2,1.21875,0.33984374999999994
2010,Milwaukee Bucks,Ersan İlyasova,PF,23.4,1.0,3.0,3.0,6.0,1.4,2.0,1.9,4.4,1.0,0.7,0.3,0.9,3.1,10.4,2.0341880341880345,0.3717948717948718
2010,Milwaukee Bucks,Charlie Bell,SG,22.7,1.0,2.8,1.4,3.4,0.7,0.9,0.4,1.4,1.5,0.5,0.2,0.8,1.9,6.5,1.3392070484581498,0.030837004405286313
2010,Milwaukee Bucks,Luke Ridnour,PG,21.5,0.8,2.2,3.2,6.2,1.5,1.7,0.3,1.5,4.0,0.7,0.1,1.3,2.2,10.4,2.911627906976744,0.0
2010,Milwaukee Bucks,Hakim Warrick,PF,21.3,0.0,0.1,3.8,7.8,2.6,3.6,1.8,2.6,0.7,0.4,0.2,1.2,1.7,10.2,2.037558685446009,0.27699530516431925
2010,Milwaukee Bucks,Jerry Stackhouse,SG,20.4,1.1,3.1,2.0,4.4,1.3,1.6,0.5,1.9,1.7,0.5,0.2,1.6,1.3,8.5,1.803921568627451,0.27941176470588236
2010,Milwaukee Bucks,Kurt Thomas,C,15.0,0.0,0.0,1.4,3.0,0.2,0.2,1.2,3.0,0.7,0.4,0.7,0.7,2.3,3.0,0.9333333333333333,0.5666666666666667
2010,Milwaukee Bucks,Jodie Meeks,SG,11.9,0.6,2.0,1.0,2.3,0.4,0.5,0.1,1.6,0.5,0.3,0.1,0.5,0.8,4.1,1.2773109243697478,0.42016806722689076
2010,Milwaukee Bucks,Dan Gadzuric,C,9.8,0.0,0.0,1.2,2.8,0.3,0.8,1.2,1.7,0.4,0.3,0.4,0.5,2.0,2.8,1.1224489795918366,0.18367346938775517
2010,Milwaukee Bucks,Darnell Jackson,PF,9.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,-0.2222222222222222,-0.6666666666666666
2010,Milwaukee Bucks,Roko Ukić,PG,7.5,0.2,0.9,0.8,1.4,0.7,0.8,0.0,0.2,0.9,0.1,0.0,0.5,0.5,3.1,2.08,-0.14666666666666664
2010,Milwaukee Bucks,Francisco Elson,C,5.6,0.0,0.0,0.4,1.2,0.2,0.2,0.5,0.7,0.2,0.1,0.0,0.1,0.6,0.9,0.7142857142857143,0.07142857142857141
2010,Milwaukee Bucks,Royal Ivey,SG,5.0,0.1,0.6,0.4,0.9,0.2,0.3,0.1,0.4,0.6,0.5,0.0,0.3,0.8,1.3,1.1600000000000001,0.11999999999999993
2010,Milwaukee Bucks,Primož Brezec,C,4.2,0.0,0.0,0.5,0.9,0.0,0.3,0.4,0.5,0.1,0.0,0.1,0.1,0.7,1.0,1.0952380952380951,-0.1666666666666667
2010,Chicago Bulls,Derrick Rose,PG,36.8,0.2,0.8,8.4,16.8,3.3,4.3,0.8,2.9,6.0,0.7,0.3,2.8,1.2,20.8,2.929347826086957,0.3315217391304348
2010,Chicago Bulls,Kirk Hinrich,SG,33.5,1.4,3.8,2.8,6.4,1.1,1.5,0.3,3.2,4.5,1.1,0.3,1.5,2.8,10.9,1.8507462686567164,0.2328358208955224
2010,Chicago Bulls,John Salmons,SG,33.2,1.4,3.8,3.1,7.0,2.3,2.9,0.4,3.1,2.5,1.3,0.4,1.4,2.0,12.7,1.8072289156626504,0.4036144578313253
2010,Chicago Bulls,Joakim Noah,C,30.1,0.0,0.0,4.1,8.1,2.5,3.4,3.4,7.6,2.1,0.5,1.6,1.8,3.1,10.7,1.8272425249169435,1.0199335548172759
2010,Chicago Bulls,Taj Gibson,PF,26.9,0.0,0.0,3.8,7.7,1.4,2.1,2.8,4.7,0.9,0.6,1.3,1.4,3.4,9.0,1.4721189591078065,0.5873605947955393
2010,Chicago Bulls,Brad Miller,C,23.8,0.5,1.6,2.6,5.5,2.2,2.7,1.0,3.9,1.9,0.5,0.4,1.3,2.3,8.8,1.7899159663865547,0.4327731092436975
2010,Chicago Bulls,Tyrus Thomas,PF,23.4,0.0,0.0,3.4,7.0,2.0,3.1,1.4,4.9,1.1,1.4,1.7,1.8,2.2,8.8,1.4871794871794872,1.307692307692308
2010,Chicago Bulls,Ronald Murray,SG,23.4,1.0,3.1,2.8,6.3,1.7,2.2,0.4,2.5,1.8,0.6,0.1,0.9,1.7,10.1,1.9572649572649572,0.2521367521367522
2010,Chicago Bulls,Hakim Warrick,PF,19.0,0.0,0.0,3.0,6.1,2.8,3.6,1.4,2.2,0.6,0.3,0.3,0.8,1.5,8.7,2.1052631578947367,0.2894736842105263
2010,Chicago Bulls,Jannero Pargo,PG,13.2,0.6,2.2,1.5,3.9,0.7,0.7,0.1,1.1,1.4,0.5,0.0,0.8,1.1,5.5,1.6666666666666665,0.14393939393939398
2010,Chicago Bulls,Chris Richard,PF,12.4,0.0,0.0,0.8,1.6,0.4,0.6,1.1,2.2,0.4,0.4,0.2,0.8,2.8,2.1,0.6935483870967742,-0.09677419354838704
2010,Chicago Bulls,James Johnson,PF,11.6,0.2,0.7,1.2,2.5,0.8,1.1,0.5,1.4,0.7,0.3,0.7,1.0,1.9,3.9,1.2931034482758619,0.3017241379310345
2010,Chicago Bulls,Acie Law,PG,11.3,0.3,1.0,1.4,2.8,1.7,2.3,0.3,0.9,1.3,0.3,0.0,1.0,0.7,5.5,2.3185840707964602,0.168141592920354
2010,Chicago Bulls,Lindsey Hunter,PG,9.4,0.1,1.0,0.3,1.3,0.2,0.2,0.1,1.0,0.7,0.1,0.0,0.3,0.9,1.0,0.1489361702127659,0.010638297872340387
2010,Chicago Bulls,Devin Brown,SG,8.5,0.4,1.5,0.4,1.7,0.0,0.0,0.2,1.2,0.6,0.3,0.1,0.5,0.9,1.8,0.40000000000000013,0.34117647058823525
2010,Chicago Bulls,Aaron Gray,C,6.3,0.0,0.0,1.0,2.6,0.3,0.9,0.6,1.4,0.3,0.0,0.0,0.1,1.3,2.3,1.3650793650793647,-0.1428571428571429
2010,Chicago Bulls,Joe Alexander,SF,3.6,0.0,0.1,0.1,0.6,0.3,0.4,0.3,0.4,0.3,0.1,0.1,0.0,1.1,0.5,0.7777777777777777,-0.6944444444444443
2010,Indiana Pacers,Troy Murphy,PF,32.6,1.8,4.6,3.6,6.7,2.1,2.7,1.8,8.4,2.1,1.0,0.5,1.4,2.4,14.6,2.2822085889570554,0.9693251533742331
2010,Indiana Pacers,Brandon Rush,SG,30.4,1.5,3.7,2.1,4.9,0.7,1.1,0.5,3.7,1.4,0.7,0.8,1.1,1.9,9.4,1.361842105263158,0.5230263157894738
