Season,Away,Home,Away Score,Home Score,Away Rosters,Home Rosters
2026,Portland Trail Blazers,Oklahoma City Thunder,95,122,Deni Avdija;Jerami Grant;Shaedon Sharpe;Jrue Holiday;Donovan Clingan;Scoot Henderson;Kris Murray;Caleb Love;Vít Krejčí;Sidy Cissoko;Robert Williams;Matisse Thybulle;Rayan Rupert;Blake Wesley;Duop Reath;Yang Hansen;Chris Youngblood;Javonte Cooke;Jayson Kent,Chet Holmgren;Jalen Williams;Luguentz Dort;Cason Wallace;Ajay Mitchell;Isaiah Hartenstein;Aaron Wiggins;Isaiah Joe;Jaylin Williams;Alex Caruso;Jared McCain;Nikola Topić;Payton Sandfort;Kenrich Williams;Branden Carlson;Ousmane Dieng;Brooks Barnhizer;Chris Youngblood;Buddy Boeheim
2026,San Antonio Spurs,Phoenix Suns,102,111,Devin Vassell;Stephon Castle;Victor Wembanyama;Julian Champagnie;Harrison Barnes;Keldon Johnson;Dylan Harper;Luke Kornet;Jeremy Sochan;Carter Bryant;Kelly Olynyk;Mason Plumlee;Lindy Waters III;Jordan McLaughlin;David Jones García;Bismack Biyombo;Harrison Ingram;Stanley Umude;Riley Minix,Dillon Brooks;Grayson Allen;Collin Gillespie;Royce O'Neale;Jalen Green;Mark Williams;Jordan Goodwin;Oso Ighodaro;Ryan Dunn;Amir Coffey;Jamaree Bouyea;Haywood Highsmith;Rasheer Fleming;CJ Huntley;Isaiah Livers;Nick Richards;Khaman Maluach;Nigel Hayes-Davis;Koby Brea
2026,Los Angeles Lakers,Utah Jazz,108,106,Austin Reaves;LeBron James;Marcus Smart;Rui Hachimura;Deandre Ayton;Jake LaRavia;Luke Kennard;Gabe Vincent;Jaxson Hayes;Jarred Vanderbilt;Nick Smith Jr.;Maxi Kleber;Dalton Knecht;Bronny James;Drew Timme;Kobe Bufkin;Adou Thiero;Chris Mañon;Christian Koloko,Andersson Garcia;Keyonte George;Bez Mbeng;Kennedy Chandler;Walker Kessler;Ace Bailey;Jusuf Nurkić;John Konchar;Isaiah Collier;Hayden Gray;Cody Williams;Jaren Jackson Jr.;Brice Sensabaugh;Kyle Filipowski;Svi Mykhailiuk;Elijah Harkless;Blake Hinson;Kyle Anderson;Mo Bamba;Walter Clayton;Kevin Love;Oscar Tshiebwe;Taylor Hendricks;Vince Williams Jr.
2026,Detroit Pistons,Indiana Pacers,122,117,Jalen Duren;Tobias Harris;Duncan Robinson;Ausar Thompson;Isaiah Stewart;Kevin Huerter;Daniss Jenkins;Ron Holland;Caris LeVert;Javonte Green;Jaden Ivey;Paul Reed;Marcus Sasser;Wendell Moore Jr.;Tolu Smith;Chaz Lanier;Colby Jones;Bobi Klintman;Isaac Jones,Bennedict Mathurin;Andrew Nembhard;Aaron Nesmith;Jarace Walker;Kobe Brown;Jalen Slawson;Ivica Zubac;Ben Sheppard;Jay Huff;Ethan Thompson;Micah Potter;Johnny Furphy;Quenton Jackson;Obi Toppin;Jeremiah Robinson-Earl;T.J. McConnell;Isaiah Jackson;Kam Jones;James Wiseman;Cody Martin;Garrison Mathews;Taelon Peter;RayJ Dennis;Mac McClung;Tony Bradley;Monte Morris
2026,Cleveland Cavaliers,Toronto Raptors,99,110,Donovan Mitchell;Evan Mobley;Darius Garland;Jarrett Allen;Jaylon Tyson;Sam Merrill;De'Andre Hunter;Keon Ellis;Max Strus;Dean Wade;Dennis Schröder;Lonzo Ball;Craig Porter Jr.;Nae'Qwan Tomlin;Larry Nance Jr.;Thomas Bryant;Tyrese Proctor;Olivier Sarr;Tristan Enaruna;Luke Travers;Riley Minix;Chris Livingston;Darius Brown II,Scottie Barnes;Immanuel Quickley;RJ Barrett;Jakob Poeltl;Jamal Shead;Collin Murray-Boyles;Sandro Mamukelashvili;Ja'Kobe Walter;Ochai Agbaji;Gradey Dick;A.J. Lawson;Jamison Battle;Markelle Fultz;Chucky Hepburn;Alijah Martin;Jonathan Mogbo;Trayce Jackson-Davis;Garrett Temple;Mo Bamba
2026,New York Knicks,Brooklyn Nets,113,100,OG Anunoby;Mikal Bridges;Karl-Anthony Towns;Josh Hart;Miles McBride;Landry Shamet;Mitchell Robinson;Jordan Clarkson;Jose Alvarado;Tyler Kolek;Mohamed Diawara;Ariel Hukporti;Guerschon Yabusele;Kevin McCullar Jr.;Jeremy Sochan;Trey Jemison;Dillon Jones;Pacôme Dadiet;Tosan Evbuomwan,Tre Scott;Nic Claxton;Noah Clowney;Egor Dёmin;Terance Mann;Cam Thomas;Malachi Smith;Ziaire Williams;Nolan Traoré;Drake Powell;Danny Wolf;Ben Saraf;Chaney Johnson;Josh Minott;Tyrese Martin;Day'Ron Sharpe;Ochai Agbaji;Jalen Wilson;Tyson Etienne;E.J. Liddell;Grant Nelson
2026,Dallas Mavericks,Miami Heat,102,106,Anthony Davis;P.J. Washington;Naji Marshall;Max Christie;Brandon Williams;Klay Thompson;Daniel Gafford;Marvin Bagley III;Khris Middleton;Ryan Nembhard;John Poulakidas;D'Angelo Russell;Tyus Jones;Dereck Lively II;Caleb Martin;Dwight Powell;Moussa Cisse;Tyler Smith;Jaden Hardy;Jeremiah Robinson-Earl;AJ Johnson;Miles Kelly,Tyler Herro;Andrew Wiggins;Norman Powell;Davion Mitchell;Jaime Jaquez Jr.;Pelle Larsson;Kel'el Ware;Kasparas Jakučionis;Nikola Jović;Simone Fontecchio;Dru Smith;Myron Gardner;Keshad Johnson;Jahmir Young;Vladislav Goldin;Trevor Keels
2026,Denver Nuggets,Memphis Grizzlies,125,115,Nikola Jokić;Christian Braun;Cameron Johnson;Peyton Watson;Aaron Gordon;Tim Hardaway Jr.;Bruce Brown;Spencer Jones;Jalen Pickett;Julian Strawther;David Roddy;Jonas Valančiūnas;Zeke Nnaji;Curtis Jones;Tyus Jones;DaRon Holmes;Hunter Tyson;KJ Simpson,Lucas Williamson;Rayan Rupert;Jaren Jackson Jr.;Dariq Whitehead;Adama-Alpha Bal;Ja Morant;Santi Aldama;Jaylen Wells;Zach Edey;Cedric Coward;Tyler Burton;Walter Clayton;Lawson Lovering;Taylor Hendricks;Cam Spencer;Jock Landale;Ty Jerome;Kyle Anderson;Jahmai Mashack;Vince Williams Jr.;GG Jackson II;Kentavious Caldwell-Pope;Scotty Pippen Jr.;DeJon Jarreau;Javon Small;Olivier-Maxence Prosper;Christian Koloko;Charles Bassey;John Konchar;Brandon Clarke;Taj Gibson;PJ Hall
2026,Portland Trail Blazers,Milwaukee Bucks,115,103,Deni Avdija;Jerami Grant;Shaedon Sharpe;Jrue Holiday;Donovan Clingan;Scoot Henderson;Kris Murray;Caleb Love;Vít Krejčí;Sidy Cissoko;Robert Williams;Matisse Thybulle;Rayan Rupert;Blake Wesley;Duop Reath;Yang Hansen;Chris Youngblood;Javonte Cooke;Jayson Kent,Ryan Rollins;A.J. Green;Giannis Antetokounmpo;Myles Turner;Ousmane Dieng;Kyle Kuzma;Cormac Ryan;Bobby Portis;Taurean Prince;Gary Trent Jr.;Jericho Sims;Cam Thomas;Pete Nance;Cole Anthony;Gary Harris;Amir Coffey;Andre Jackson Jr.;Thanasis Antetokounmpo;Mark Sears;Alex Antetokounmpo
2026,Chicago Bulls,New Orleans Pelicans,130,143,Nikola Vučević;Matas Buzelis;Coby White;Jaden Ivey;Anfernee Simons;Tre Jones;Isaac Okoro;Ayo Dosunmu;Collin Sexton;Guerschon Yabusele;Kevin Huerter;Leonard Miller;Mouhamadou Gueye;Nick Richards;Rob Dillingham;Jalen Smith;Patrick Williams;Zach Collins;Mac McClung;Yuki Kawamura;Dalen Terry;Jevon Carter;Julian Phillips;Lachlan Olbrich;Emanuel Miller;Trentyn Flowers;Noa Essengue,Saddiq Bey;Zion Williamson;Herbert Jones;Dejounte Murray;Josh Oduro;Jeremiah Fears;Derik Queen;Jordan Poole;Jose Alvarado;Bryce McGowens;Yves Missi;DeAndre Jordan;Micah Peavy;Karlo Matković;Kevon Looney;Jordan Hawkins;Trey Alexander;Hunter Dickinson
2026,Houston Rockets,Phoenix Suns,114,92,Kevin Durant;Jabari Smith Jr.;Alperen Şengün;Reed Sheppard;Tari Eason;Steven Adams;Josh Okogie;Dorian Finney-Smith;Aaron Holiday;Clint Capela;Tristen Newton;Jae'Sean Tate;JD Davison;Isaiah Crawford;Jeff Green,Dillon Brooks;Grayson Allen;Collin Gillespie;Royce O'Neale;Jalen Green;Mark Williams;Jordan Goodwin;Oso Ighodaro;Ryan Dunn;Amir Coffey;Jamaree Bouyea;Haywood Highsmith;Rasheer Fleming;CJ Huntley;Isaiah Livers;Nick Richards;Khaman Maluach;Nigel Hayes-Davis;Koby Brea
2026,Utah Jazz,Golden State Warriors,117,134,Andersson Garcia;Keyonte George;Bez Mbeng;Kennedy Chandler;Walker Kessler;Ace Bailey;Jusuf Nurkić;John Konchar;Isaiah Collier;Hayden Gray;Cody Williams;Jaren Jackson Jr.;Brice Sensabaugh;Kyle Filipowski;Svi Mykhailiuk;Elijah Harkless;Blake Hinson;Kyle Anderson;Mo Bamba;Walter Clayton;Kevin Love;Oscar Tshiebwe;Taylor Hendricks;Vince Williams Jr.,Stephen Curry;Brandin Podziemski;Draymond Green;Moses Moody;Jonathan Kuminga;Kristaps Porziņģis;De'Anthony Melton;Al Horford;Gui Santos;Charles Bassey;Will Richard;Pat Spencer;Buddy Hield;Quinten Post;Nate Williams;LJ Cryer;Gary Payton II;Seth Curry;Omer Yurtseven;Trayce Jackson-Davis;Malevy Leons
2026,Minnesota Timberwolves,Sacramento Kings,112,117,Julius Randle;Jaden McDaniels;Rudy Gobert;Donte DiVincenzo;Ayo Dosunmu;Naz Reid;Kyle Anderson;Mike Conley;Bones Hyland;Jaylen Clark;Terrence Shannon Jr.;Rob Dillingham;Enrique Freeman;Zyon Pullin;Joan Beringer;Julian Phillips;Rocco Zikarsky;Joe Ingles;Leonard Miller;Johnny Juzang,Zach LaVine;DeMar DeRozan;Domantas Sabonis;Russell Westbrook;Maxime Raynaud;Daeqwon Plowden;Dennis Schröder;De'Andre Hunter;Nique Clifford;Precious Achiuwa;Malik Monk;Dylan Cardwell;DaQuan Jeffries;Devin Carter;Killian Hayes;Keon Ellis;Doug McDermott;Patrick Baldwin Jr.;Isaiah Stevens;Drew Eubanks;Dario Šarić;Isaac Jones
2026,Atlanta Hawks,Washington Wizards,113,132,Nickeil Alexander-Walker;Dyson Daniels;Onyeka Okongwu;CJ McCollum;Trae Young;Keshon Gilbert;Kristaps Porziņģis;Zaccharie Risacher;Vít Krejčí;Jonathan Kuminga;Luke Kennard;Jock Landale;Corey Kispert;Mouhamed Gueye;Gabe Vincent;Asa Newell;RayJ Dennis;Tony Bradley;Christian Koloko;Keaton Wallace;Buddy Hield;Caleb Houstan;N'Faly Dante;Jacob Toppin,CJ McCollum;Kyshawn George;Leaky Black;Bub Carrington;Alex Sarr;Bilal Coulibaly;Alondes Williams;Khris Middleton;Tre Johnson;Kadary Richmond;Will Riley;Trae Young;Jamir Watkins;Jaden Hardy;Justin Champagnie;Corey Kispert;Marvin Bagley III;Anthony Gill;Sharife Cooper;Cam Whitmore;Keshon Gilbert;Tristan Vukcevic;Skal Labissière;Malaki Branham;AJ Johnson
2026,Orlando Magic,Philadelphia 76ers,144,103,Desmond Bane;Franz Wagner;Anthony Black;Wendell Carter Jr.;Jalen Suggs;Tristan Da Silva;Jevon Carter;Tyus Jones;Goga Bitadze;Noah Penda;Jett Howard;Jamal Cain;Moritz Wagner;Jase Richardson;Jonathan Isaac;Orlando Robinson;Alex Morales;Colin Castleton,VJ Edgecombe;Joel Embiid;Kelly Oubre Jr.;Paul George;Quentin Grimes;Dominick Barlow;Andre Drummond;Adem Bona;Cameron Payne;Jared McCain;Trendon Watford;Justin Edwards;MarJon Beauchamp;Dalen Terry;Eric Gordon;Jabari Walker;Tyrese Martin;Kyle Lowry;Johni Broome;Charles Bassey;Hunter Sallis;Patrick Baldwin Jr.
2026,Los Angeles Clippers,Los Angeles Lakers,118,135,Kawhi Leonard;Ivica Zubac;Darius Garland;Bennedict Mathurin;Kris Dunn;John Collins;Derrick Jones Jr.;Jordan Miller;Brook Lopez;Bradley Beal;Kobe Sanders;Bogdan Bogdanović;Nicolas Batum;Isaiah Jackson;Chris Paul;Yanic Konan Niederhäuser;Cam Christie;Kobe Brown;Patrick Baldwin Jr.;TyTy Washington Jr.;Dalano Banton;Sean Pedulla;Norchad Omier;RayJ Dennis;Jahmyl Telfort,Austin Reaves;LeBron James;Marcus Smart;Rui Hachimura;Deandre Ayton;Jake LaRavia;Luke Kennard;Gabe Vincent;Jaxson Hayes;Jarred Vanderbilt;Nick Smith Jr.;Maxi Kleber;Dalton Knecht;Bronny James;Drew Timme;Kobe Bufkin;Adou Thiero;Chris Mañon;Christian Koloko
2026,Detroit Pistons,Boston Celtics,114,117,Jalen Duren;Tobias Harris;Duncan Robinson;Ausar Thompson;Isaiah Stewart;Kevin Huerter;Daniss Jenkins;Ron Holland;Caris LeVert;Javonte Green;Jaden Ivey;Paul Reed;Marcus Sasser;Wendell Moore Jr.;Tolu Smith;Chaz Lanier;Colby Jones;Bobi Klintman;Isaac Jones,Derrick White;Jayson Tatum;Payton Pritchard;Neemias Queta;Sam Hauser;Anfernee Simons;Nikola Vučević;Baylor Scheierman;Jordan Walsh;Luka Garza;Josh Minott;Hugo González;Dalano Banton;Ron Harper Jr.;Chris Boucher;Xavier Tillman Sr.;John Tonje;Amari Williams;Charles Bassey;Max Shulga
2026,New York Knicks,Charlotte Hornets,129,101,OG Anunoby;Mikal Bridges;Karl-Anthony Towns;Josh Hart;Miles McBride;Landry Shamet;Mitchell Robinson;Jordan Clarkson;Jose Alvarado;Tyler Kolek;Mohamed Diawara;Ariel Hukporti;Guerschon Yabusele;Kevin McCullar Jr.;Jeremy Sochan;Trey Jemison;Dillon Jones;Pacôme Dadiet;Tosan Evbuomwan,Miles Bridges;Brandon Miller;LaMelo Ball;Moussa Diabaté;Sion James;Collin Sexton;Ryan Kalkbrenner;Grant Williams;Coby White;KJ Simpson;Josh Green;PJ Hall;Tidjane Salaün;Tre Mann;Liam McNeeley;Drew Peterson;Mason Plumlee;Pat Connaughton;Antonio Reeves;Xavier Tillman Sr.
2026,Milwaukee Bucks,Miami Heat,103,106,Ryan Rollins;A.J. Green;Giannis Antetokounmpo;Myles Turner;Ousmane Dieng;Kyle Kuzma;Cormac Ryan;Bobby Portis;Taurean Prince;Gary Trent Jr.;Jericho Sims;Cam Thomas;Pete Nance;Cole Anthony;Gary Harris;Amir Coffey;Andre Jackson Jr.;Thanasis Antetokounmpo;Mark Sears;Alex Antetokounmpo,Tyler Herro;Andrew Wiggins;Norman Powell;Davion Mitchell;Jaime Jaquez Jr.;Pelle Larsson;Kel'el Ware;Kasparas Jakučionis;Nikola Jović;Simone Fontecchio;Dru Smith;Myron Gardner;Keshad Johnson;Jahmir Young;Vladislav Goldin;Trevor Keels
2026,Minnesota Timberwolves,Oklahoma City Thunder,105,113,Julius Randle;Jaden McDaniels;Rudy Gobert;Donte DiVincenzo;Ayo Dosunmu;Naz Reid;Kyle Anderson;Mike Conley;Bones Hyland;Jaylen Clark;Terrence Shannon Jr.;Rob Dillingham;Enrique Freeman;Zyon Pullin;Joan Beringer;Julian Phillips;Rocco Zikarsky;Joe Ingles;Leonard Miller;Johnny Juzang,Chet Holmgren;Jalen Williams;Luguentz Dort;Cason Wallace;Ajay Mitchell;Isaiah Hartenstein;Aaron Wiggins;Isaiah Joe;Jaylin Williams;Alex Caruso;Jared McCain;Nikola Topić;Payton Sandfort;Kenrich Williams;Branden Carlson;Ousmane Dieng;Brooks Barnhizer;Chris Youngblood;Buddy Boeheim
2026,Indiana Pacers,Toronto Raptors,95,97,Bennedict Mathurin;Andrew Nembhard;Aaron Nesmith;Jarace Walker;Kobe Brown;Jalen Slawson;Ivica Zubac;Ben Sheppard;Jay Huff;Ethan Thompson;Micah Potter;Johnny Furphy;Quenton Jackson;Obi Toppin;Jeremiah Robinson-Earl;T.J. McConnell;Isaiah Jackson;Kam Jones;James Wiseman;Cody Martin;Garrison Mathews;Taelon Peter;RayJ Dennis;Mac McClung;Tony Bradley;Monte Morris,Scottie Barnes;Immanuel Quickley;RJ Barrett;Jakob Poeltl;Jamal Shead;Collin Murray-Boyles;Sandro Mamukelashvili;Ja'Kobe Walter;Ochai Agbaji;Gradey Dick;A.J. Lawson;Jamison Battle;Markelle Fultz;Chucky Hepburn;Alijah Martin;Jonathan Mogbo;Trayce Jackson-Davis;Garrett Temple;Mo Bamba
2026,Memphis Grizzlies,New Orleans Pelicans,133,128,Lucas Williamson;Rayan Rupert;Jaren Jackson Jr.;Dariq Whitehead;Adama-Alpha Bal;Ja Morant;Santi Aldama;Jaylen Wells;Zach Edey;Cedric Coward;Tyler Burton;Walter Clayton;Lawson Lovering;Taylor Hendricks;Cam Spencer;Jock Landale;Ty Jerome;Kyle Anderson;Jahmai Mashack;Vince Williams Jr.;GG Jackson II;Kentavious Caldwell-Pope;Scotty Pippen Jr.;DeJon Jarreau;Javon Small;Olivier-Maxence Prosper;Christian Koloko;Charles Bassey;John Konchar;Brandon Clarke;Taj Gibson;PJ Hall,Saddiq Bey;Zion Williamson;Herbert Jones;Dejounte Murray;Josh Oduro;Jeremiah Fears;Derik Queen;Jordan Poole;Jose Alvarado;Bryce McGowens;Yves Missi;DeAndre Jordan;Micah Peavy;Karlo Matković;Kevon Looney;Jordan Hawkins;Trey Alexander;Hunter Dickinson
2026,Houston Rockets,Golden State Warriors,104,100,Kevin Durant;Jabari Smith Jr.;Alperen Şengün;Reed Sheppard;Tari Eason;Steven Adams;Josh Okogie;Dorian Finney-Smith;Aaron Holiday;Clint Capela;Tristen Newton;Jae'Sean Tate;JD Davison;Isaiah Crawford;Jeff Green,Stephen Curry;Brandin Podziemski;Draymond Green;Moses Moody;Jonathan Kuminga;Kristaps Porziņģis;De'Anthony Melton;Al Horford;Gui Santos;Charles Bassey;Will Richard;Pat Spencer;Buddy Hield;Quinten Post;Nate Williams;LJ Cryer;Gary Payton II;Seth Curry;Omer Yurtseven;Trayce Jackson-Davis;Malevy Leons
2026,San Antonio Spurs,Portland Trail Blazers,115,102,Devin Vassell;Stephon Castle;Victor Wembanyama;Julian Champagnie;Harrison Barnes;Keldon Johnson;Dylan Harper;Luke Kornet;Jeremy Sochan;Carter Bryant;Kelly Olynyk;Mason Plumlee;Lindy Waters III;Jordan McLaughlin;David Jones García;Bismack Biyombo;Harrison Ingram;Stanley Umude;Riley Minix,Deni Avdija;Jerami Grant;Shaedon Sharpe;Jrue Holiday;Donovan Clingan;Scoot Henderson;Kris Murray;Caleb Love;Vít Krejčí;Sidy Cissoko;Robert Williams;Matisse Thybulle;Rayan Rupert;Blake Wesley;Duop Reath;Yang Hansen;Chris Youngblood;Javonte Cooke;Jayson Kent
2026,Phoenix Suns,Sacramento Kings,112,100,Dillon Brooks;Grayson Allen;Collin Gillespie;Royce O'Neale;Jalen Green;Mark Williams;Jordan Goodwin;Oso Ighodaro;Ryan Dunn;Amir Coffey;Jamaree Bouyea;Haywood Highsmith;Rasheer Fleming;CJ Huntley;Isaiah Livers;Nick Richards;Khaman Maluach;Nigel Hayes-Davis;Koby Brea,Zach LaVine;DeMar DeRozan;Domantas Sabonis;Russell Westbrook;Maxime Raynaud;Daeqwon Plowden;Dennis Schröder;De'Andre Hunter;Nique Clifford;Precious Achiuwa;Malik Monk;Dylan Cardwell;DaQuan Jeffries;Devin Carter;Killian Hayes;Keon Ellis;Doug McDermott;Patrick Baldwin Jr.;Isaiah Stevens;Drew Eubanks;Dario Šarić;Isaac Jones
2026,Cleveland Cavaliers,Atlanta Hawks,123,130,Donovan Mitchell;Evan Mobley;Darius Garland;Jarrett Allen;Jaylon Tyson;Sam Merrill;De'Andre Hunter;Keon Ellis;Max Strus;Dean Wade;Dennis Schröder;Lonzo Ball;Craig Porter Jr.;Nae'Qwan Tomlin;Larry Nance Jr.;Thomas Bryant;Tyrese Proctor;Olivier Sarr;Tristan Enaruna;Luke Travers;Riley Minix;Chris Livingston;Darius Brown II,Nickeil Alexander-Walker;Dyson Daniels;Onyeka Okongwu;CJ McCollum;Trae Young;Keshon Gilbert;Kristaps Porziņģis;Zaccharie Risacher;Vít Krejčí;Jonathan Kuminga;Luke Kennard;Jock Landale;Corey Kispert;Mouhamed Gueye;Gabe Vincent;Asa Newell;RayJ Dennis;Tony Bradley;Christian Koloko;Keaton Wallace;Buddy Hield;Caleb Houstan;N'Faly Dante;Jacob Toppin
2026,Philadelphia 76ers,Brooklyn Nets,115,103,VJ Edgecombe;Joel Embiid;Kelly Oubre Jr.;Paul George;Quentin Grimes;Dominick Barlow;Andre Drummond;Adem Bona;Cameron Payne;Jared McCain;Trendon Watford;Justin Edwards;MarJon Beauchamp;Dalen Terry;Eric Gordon;Jabari Walker;Tyrese Martin;Kyle Lowry;Johni Broome;Charles Bassey;Hunter Sallis;Patrick Baldwin Jr.,Tre Scott;Nic Claxton;Noah Clowney;Egor Dёmin;Terance Mann;Cam Thomas;Malachi Smith;Ziaire Williams;Nolan Traoré;Drake Powell;Danny Wolf;Ben Saraf;Chaney Johnson;Josh Minott;Tyrese Martin;Day'Ron Sharpe;Ochai Agbaji;Jalen Wilson;Tyson Etienne;E.J. Liddell;Grant Nelson
2026,Chicago Bulls,Charlotte Hornets,116,123,Nikola Vučević;Matas Buzelis;Coby White;Jaden Ivey;Anfernee Simons;Tre Jones;Isaac Okoro;Ayo Dosunmu;Collin Sexton;Guerschon Yabusele;Kevin Huerter;Leonard Miller;Mouhamadou Gueye;Nick Richards;Rob Dillingham;Jalen Smith;Patrick Williams;Zach Collins;Mac McClung;Yuki Kawamura;Dalen Terry;Jevon Carter;Julian Phillips;Lachlan Olbrich;Emanuel Miller;Trentyn Flowers;Noa Essengue,Miles Bridges;Brandon Miller;LaMelo Ball;Moussa Diabaté;Sion James;Collin Sexton;Ryan Kalkbrenner;Grant Williams;Coby White;KJ Simpson;Josh Green;PJ Hall;Tidjane Salaün;Tre Mann;Liam McNeeley;Drew Peterson;Mason Plumlee;Pat Connaughton;Antonio Reeves;Xavier Tillman Sr.
2026,Orlando Magic,Detroit Pistons,112,109,Desmond Bane;Franz Wagner;Anthony Black;Wendell Carter Jr.;Jalen Suggs;Tristan Da Silva;Jevon Carter;Tyus Jones;Goga Bitadze;Noah Penda;Jett Howard;Jamal Cain;Moritz Wagner;Jase Richardson;Jonathan Isaac;Orlando Robinson;Alex Morales;Colin Castleton,Jalen Duren;Tobias Harris;Duncan Robinson;Ausar Thompson;Isaiah Stewart;Kevin Huerter;Daniss Jenkins;Ron Holland;Caris LeVert;Javonte Green;Jaden Ivey;Paul Reed;Marcus Sasser;Wendell Moore Jr.;Tolu Smith;Chaz Lanier;Colby Jones;Bobi Klintman;Isaac Jones
2026,Washington Wizards,Indiana Pacers,86,119,CJ McCollum;Kyshawn George;Leaky Black;Bub Carrington;Alex Sarr;Bilal Coulibaly;Alondes Williams;Khris Middleton;Tre Johnson;Kadary Richmond;Will Riley;Trae Young;Jamir Watkins;Jaden Hardy;Justin Champagnie;Corey Kispert;Marvin Bagley III;Anthony Gill;Sharife Cooper;Cam Whitmore;Keshon Gilbert;Tristan Vukcevic;Skal Labissière;Malaki Branham;AJ Johnson,Bennedict Mathurin;Andrew Nembhard;Aaron Nesmith;Jarace Walker;Kobe Brown;Jalen Slawson;Ivica Zubac;Ben Sheppard;Jay Huff;Ethan Thompson;Micah Potter;Johnny Furphy;Quenton Jackson;Obi Toppin;Jeremiah Robinson-Earl;T.J. McConnell;Isaiah Jackson;Kam Jones;James Wiseman;Cody Martin;Garrison Mathews;Taelon Peter;RayJ Dennis;Mac McClung;Tony Bradley;Monte Morris
2026,Milwaukee Bucks,New York Knicks,109,118,Ryan Rollins;A.J. Green;Giannis Antetokounmpo;Myles Turner;Ousmane Dieng;Kyle Kuzma;Cormac Ryan;Bobby Portis;Taurean Prince;Gary Trent Jr.;Jericho Sims;Cam Thomas;Pete Nance;Cole Anthony;Gary Harris;Amir Coffey;Andre Jackson Jr.;Thanasis Antetokounmpo;Mark Sears;Alex Antetokounmpo,OG Anunoby;Mikal Bridges;Karl-Anthony Towns;Josh Hart;Miles McBride;Landry Shamet;Mitchell Robinson;Jordan Clarkson;Jose Alvarado;Tyler Kolek;Mohamed Diawara;Ariel Hukporti;Guerschon Yabusele;Kevin McCullar Jr.;Jeremy Sochan;Trey Jemison;Dillon Jones;Pacôme Dadiet;Tosan Evbuomwan
2026,San Antonio Spurs,Denver Nuggets,139,136,Devin Vassell;Stephon Castle;Victor Wembanyama;Julian Champagnie;Harrison Barnes;Keldon Johnson;Dylan Harper;Luke Kornet;Jeremy Sochan;Carter Bryant;Kelly Olynyk;Mason Plumlee;Lindy Waters III;Jordan McLaughlin;David Jones García;Bismack Biyombo;Harrison Ingram;Stanley Umude;Riley Minix,Nikola Jokić;Christian Braun;Cameron Johnson;Peyton Watson;Aaron Gordon;Tim Hardaway Jr.;Bruce Brown;Spencer Jones;Jalen Pickett;Julian Strawther;David Roddy;Jonas Valančiūnas;Zeke Nnaji;Curtis Jones;Tyus Jones;DaRon Holmes;Hunter Tyson;KJ Simpson
2026,Phoenix Suns,Oklahoma City Thunder,119,123,Dillon Brooks;Grayson Allen;Collin Gillespie;Royce O'Neale;Jalen Green;Mark Williams;Jordan Goodwin;Oso Ighodaro;Ryan Dunn;Amir Coffey;Jamaree Bouyea;Haywood Highsmith;Rasheer Fleming;CJ Huntley;Isaiah Livers;Nick Richards;Khaman Maluach;Nigel Hayes-Davis;Koby Brea,Chet Holmgren;Jalen Williams;Luguentz Dort;Cason Wallace;Ajay Mitchell;Isaiah Hartenstein;Aaron Wiggins;Isaiah Joe;Jaylin Williams;Alex Caruso;Jared McCain;Nikola Topić;Payton Sandfort;Kenrich Williams;Branden Carlson;Ousmane Dieng;Brooks Barnhizer;Chris Youngblood;Buddy Boeheim
2026,Sacramento Kings,Utah Jazz,119,128,Zach LaVine;DeMar DeRozan;Domantas Sabonis;Russell Westbrook;Maxime Raynaud;Daeqwon Plowden;Dennis Schröder;De'Andre Hunter;Nique Clifford;Precious Achiuwa;Malik Monk;Dylan Cardwell;DaQuan Jeffries;Devin Carter;Killian Hayes;Keon Ellis;Doug McDermott;Patrick Baldwin Jr.;Isaiah Stevens;Drew Eubanks;Dario Šarić;Isaac Jones,Andersson Garcia;Keyonte George;Bez Mbeng;Kennedy Chandler;Walker Kessler;Ace Bailey;Jusuf Nurkić;John Konchar;Isaiah Collier;Hayden Gray;Cody Williams;Jaren Jackson Jr.;Brice Sensabaugh;Kyle Filipowski;Svi Mykhailiuk;Elijah Harkless;Blake Hinson;Kyle Anderson;Mo Bamba;Walter Clayton;Kevin Love;Oscar Tshiebwe;Taylor Hendricks;Vince Williams Jr.
